Units,scenario,region,gcam-consumer,nodeinput,input,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
2005$/Mcal/day,30perc,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.278344,0.28746,0.297569,0.308818,0.321024,0.333926,0.346255,0.359308,0.370113,0.37873,0.385248,0.390129,0.393778,0.396439,0.398237,0.399291,0.399659
2005$/Mcal/day,30perc,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.307449,0.309469,0.310941,0.312803,0.314773,0.316834,0.318521,0.320849,0.322709,0.324264,0.325377,0.326285,0.326952,0.327429,0.327842,0.328358,0.328781
2005$/Mcal/day,30perc,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.228177,0.231344,0.234437,0.237738,0.241009,0.244313,0.247259,0.250968,0.254213,0.257072,0.259468,0.261421,0.262993,0.264183,0.265008,0.265546,0.265842
2005$/Mcal/day,30perc,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.249908,0.253637,0.257769,0.26161,0.265333,0.269092,0.272506,0.277232,0.28148,0.285335,0.288693,0.29155,0.293933,0.295833,0.297245,0.298274,0.298886
2005$/Mcal/day,30perc,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.267769,0.274325,0.280116,0.285696,0.290883,0.295859,0.300078,0.30447,0.308098,0.31124,0.313746,0.315738,0.317294,0.318412,0.319068,0.319297,0.319069
2005$/Mcal/day,30perc,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.278863,0.281537,0.283537,0.285674,0.287619,0.289447,0.29096,0.293227,0.29502,0.296498,0.29762,0.298437,0.299006,0.299325,0.299432,0.299388,0.299158
2005$/Mcal/day,30perc,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.145188,0.147529,0.149526,0.151476,0.153249,0.154964,0.156377,0.158019,0.159384,0.160553,0.161472,0.162164,0.162654,0.162939,0.16303,0.162977,0.162756
2005$/Mcal/day,30perc,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.253059,0.255297,0.25687,0.258644,0.260314,0.26206,0.263527,0.265709,0.267444,0.268902,0.270021,0.270891,0.271508,0.271846,0.27196,0.271917,0.271662
2005$/Mcal/day,30perc,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.191882,0.194044,0.195716,0.197563,0.199357,0.201204,0.202764,0.204783,0.206435,0.207878,0.209045,0.209959,0.210664,0.211144,0.211407,0.211518,0.211448
2005$/Mcal/day,30perc,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.248405,0.250649,0.252299,0.25375,0.255031,0.256198,0.257051,0.258271,0.25924,0.260086,0.260719,0.261105,0.261311,0.261367,0.261319,0.261195,0.260904
2005$/Mcal/day,30perc,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.48754,0.491637,0.494239,0.496375,0.497855,0.498886,0.499099,0.499508,0.499317,0.498763,0.497786,0.496434,0.494909,0.493263,0.491617,0.490056,0.488471
2005$/Mcal/day,30perc,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.180227,0.182248,0.183901,0.185583,0.187229,0.188896,0.190268,0.191845,0.193103,0.19417,0.19498,0.195559,0.195959,0.196184,0.196256,0.196203,0.196005
2005$/Mcal/day,30perc,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.184559,0.186019,0.186795,0.187753,0.188649,0.189584,0.190275,0.191517,0.192493,0.193323,0.193928,0.194345,0.194628,0.194759,0.194752,0.194656,0.194409
2005$/Mcal/day,30perc,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.251447,0.253417,0.254589,0.256042,0.257409,0.258797,0.259859,0.261634,0.263053,0.264239,0.265144,0.265816,0.266302,0.266563,0.266616,0.26653,0.266257
2005$/Mcal/day,30perc,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.167558,0.169227,0.170466,0.171783,0.17307,0.174442,0.175568,0.176911,0.178003,0.178973,0.179665,0.18013,0.180466,0.180652,0.180711,0.180697,0.180525
2005$/Mcal/day,30perc,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.265071,0.269713,0.273151,0.276634,0.279904,0.283178,0.285877,0.289054,0.291484,0.293436,0.294805,0.295676,0.29617,0.296317,0.296112,0.295657,0.294876
2005$/Mcal/day,30perc,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.345768,0.348295,0.350117,0.352303,0.354204,0.356119,0.357752,0.360097,0.362051,0.363723,0.365054,0.366037,0.366775,0.367186,0.367316,0.367265,0.366957
2005$/Mcal/day,30perc,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.117084,0.120529,0.123373,0.126258,0.129123,0.131863,0.134216,0.136905,0.13918,0.14103,0.142435,0.143414,0.143995,0.144189,0.144045,0.143594,0.142863
2005$/Mcal/day,30perc,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.291031,0.294106,0.296748,0.299098,0.301359,0.303525,0.305209,0.3071,0.30841,0.309334,0.309816,0.309993,0.309974,0.309776,0.309419,0.308936,0.30831
2005$/Mcal/day,30perc,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.585068,0.58806,0.590206,0.593263,0.596275,0.599402,0.601944,0.606076,0.609648,0.612829,0.615521,0.617713,0.619416,0.620536,0.621112,0.621333,0.621087
2005$/Mcal/day,30perc,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.212842,0.214775,0.216302,0.218148,0.219867,0.221597,0.223077,0.224956,0.226517,0.227931,0.229107,0.230062,0.230817,0.231352,0.231693,0.231885,0.231894
2005$/Mcal/day,30perc,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.27951,0.281904,0.283659,0.285602,0.287462,0.289288,0.290693,0.29318,0.295111,0.296652,0.297812,0.298639,0.299099,0.299246,0.299102,0.298787,0.298241
2005$/Mcal/day,30perc,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.115728,0.118761,0.121343,0.123939,0.126668,0.129825,0.133083,0.137198,0.142118,0.146443,0.149867,0.152751,0.155001,0.156712,0.157932,0.158692,0.158994
2005$/Mcal/day,30perc,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.234562,0.235214,0.235708,0.236479,0.237265,0.23806,0.23867,0.239545,0.240236,0.240818,0.241229,0.24147,0.241587,0.241579,0.241473,0.241312,0.241029
2005$/Mcal/day,30perc,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.196719,0.198136,0.199634,0.201217,0.20269,0.204067,0.205228,0.206473,0.207514,0.208412,0.209095,0.209594,0.209961,0.210215,0.210323,0.210316,0.210159
2005$/Mcal/day,30perc,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.490516,0.492374,0.495238,0.49873,0.502466,0.506563,0.510168,0.514808,0.518858,0.522502,0.525494,0.527883,0.529772,0.531147,0.532023,0.532518,0.532523
2005$/Mcal/day,30perc,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.271309,0.273608,0.275322,0.27718,0.278919,0.280681,0.28213,0.284175,0.285889,0.287412,0.288639,0.289583,0.290309,0.290791,0.291048,0.29114,0.291017
2005$/Mcal/day,30perc,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.263206,0.267187,0.270574,0.274212,0.277984,0.281548,0.284617,0.288265,0.291326,0.29388,0.295896,0.297441,0.298614,0.299418,0.299891,0.300098,0.300006
2005$/Mcal/day,30perc,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.823957,0.827089,0.829521,0.83311,0.836735,0.840514,0.843637,0.848572,0.852755,0.856376,0.859336,0.861636,0.863311,0.864314,0.864716,0.864731,0.864251
2005$/Mcal/day,30perc,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.28721,0.289046,0.290352,0.291636,0.292867,0.294122,0.29507100000000003,0.296529,0.297636,0.298512,0.299116,0.299504,0.299732,0.299793,0.299705,0.299506,0.299176
2005$/Mcal/day,30perc,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.267902,0.269017,0.269637,0.270528,0.271494,0.272632,0.27347900000000003,0.274831,0.275875,0.276786,0.277435,0.27788,0.27819,0.278348,0.278352,0.27826,0.27802
2005$/Mcal/day,30perc,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.280169,0.282479,0.284293,0.286251,0.287922,0.289476,0.290732,0.292642,0.294256,0.295644,0.29686,0.297868,0.298595,0.298981,0.29907,0.298984,0.29871
2005$/Mcal/day,30percnz,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.279468,0.314226,0.345218,0.396255,0.453122,0.503884,0.56003,0.608968,0.664929,0.722035,0.779141,0.826721,0.880484,0.877404,0.871386,0.868014,0.864941
2005$/Mcal/day,30percnz,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.309397,0.317567,0.324912,0.338219,0.358955,0.38035,0.404868,0.423561,0.444001,0.46499,0.485639,0.501871,0.519144,0.516155,0.512502,0.509755,0.507618
2005$/Mcal/day,30percnz,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.229334,0.249324,0.259941,0.28158,0.303895,0.332343,0.378442,0.421957,0.46371,0.503541,0.545363,0.577464,0.613186,0.611799,0.607148,0.604563,0.601259
2005$/Mcal/day,30percnz,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.250654,0.270994,0.284796,0.302368,0.337601,0.383374,0.446612,0.501882,0.558269,0.613752,0.668167,0.710222,0.758094,0.758186,0.747431,0.740477,0.73568
2005$/Mcal/day,30percnz,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.268715,0.281782,0.293187,0.312709,0.344142,0.376451,0.414736,0.445205,0.479967,0.517445,0.553249,0.582428,0.613019,0.610076,0.607002,0.605819,0.605178
2005$/Mcal/day,30percnz,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.280284,0.289721,0.296523,0.309533,0.330966,0.353214,0.378204,0.397215,0.419255,0.442079,0.463106,0.479756,0.497736,0.494195,0.490576,0.488378,0.48674
2005$/Mcal/day,30percnz,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.146214,0.153625,0.160721,0.17527,0.198503,0.21869,0.245492,0.265143,0.28696,0.309429,0.329878,0.346588,0.365876,0.361328,0.356554,0.352725,0.34902300000000003
2005$/Mcal/day,30percnz,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.254577,0.263759,0.270405,0.283845,0.305917,0.328483,0.355925,0.376526,0.399484,0.423171,0.445752,0.464201,0.484444,0.482236,0.479109,0.477027,0.475422
2005$/Mcal/day,30percnz,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.192906,0.199929,0.205088,0.21454,0.229706,0.245501,0.263906,0.277813,0.293198,0.308997,0.323968,0.336389,0.350055,0.350138,0.348513,0.347493,0.346522
2005$/Mcal/day,30percnz,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.249191,0.255828,0.260776,0.268938,0.280938,0.29313,0.307536,0.31893,0.332088,0.346607,0.360884,0.372957,0.385909,0.385782,0.384952,0.38427,0.383457
2005$/Mcal/day,30percnz,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.488915,0.498684,0.505955,0.518278,0.53852,0.559671,0.584299,0.598405,0.613103,0.627746,0.641066,0.650843,0.661807,0.655608,0.648399,0.641915,0.636384
2005$/Mcal/day,30percnz,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.180955,0.185931,0.190158,0.197189,0.208063,0.22026,0.235713,0.246395,0.258488,0.270883,0.282198,0.292637,0.302721,0.301112,0.299594,0.298337,0.296875
2005$/Mcal/day,30percnz,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.185887,0.192072,0.196019,0.204171,0.217759,0.230408,0.244544,0.255043,0.26682,0.278551,0.289152,0.297169,0.305697,0.304537,0.302777,0.301425,0.300363
2005$/Mcal/day,30percnz,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.252928,0.260993,0.266226,0.276817,0.294577,0.312077,0.33286,0.34787,0.364511,0.381366,0.397136,0.409769,0.423493,0.421943,0.419455,0.417544,0.415989
2005$/Mcal/day,30percnz,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.168374,0.175119,0.179279,0.186988,0.199228,0.211743,0.226332,0.236268,0.247314,0.258551,0.269046,0.277201,0.286299,0.284616,0.282431,0.280567,0.278761
2005$/Mcal/day,30percnz,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.266375,0.280283,0.290585,0.30908,0.339814,0.372997,0.413061,0.442017,0.471451,0.501296,0.529292,0.551892,0.577662,0.573301,0.567534,0.562539,0.557717
2005$/Mcal/day,30percnz,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.347592,0.357699,0.363961,0.37671,0.399233,0.421768,0.447928,0.466744,0.487367,0.507913,0.527242,0.543134,0.560298,0.557819,0.554151,0.55151,0.549395
2005$/Mcal/day,30percnz,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.117637,0.123754,0.128987,0.136751,0.14891,0.162791,0.178636,0.190015,0.204072,0.219224,0.233472,0.24518,0.257371,0.255144,0.251662,0.248664,0.245564
2005$/Mcal/day,30percnz,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.292598,0.30043,0.307046,0.317797,0.335612,0.354669,0.378349,0.393587,0.410037,0.428028,0.44466,0.457742,0.473705,0.470345,0.466329,0.462815,0.459648
2005$/Mcal/day,30percnz,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.589071,0.604812,0.616294,0.639875,0.675488,0.70633,0.740004,0.763153,0.786934,0.809544,0.82944,0.845346,0.86146,0.859395,0.856305,0.853914,0.851807
2005$/Mcal/day,30percnz,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.213916,0.219884,0.224108,0.231877,0.245169,0.260112,0.278832,0.293196,0.309069,0.325469,0.340553,0.353261,0.367202,0.367253,0.366525,0.366148,0.365607
2005$/Mcal/day,30percnz,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.281346,0.292781,0.301197,0.317079,0.34246,0.36719,0.397847,0.421171,0.449243,0.476534,0.501277,0.521003,0.543247,0.539639,0.534449,0.530235,0.526613
2005$/Mcal/day,30percnz,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.116345,0.121529,0.125767,0.131364,0.138879,0.149069,0.16745,0.186676,0.20367,0.220715,0.236991,0.250897,0.265423,0.267742,0.268549,0.269258,0.269386
2005$/Mcal/day,30percnz,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.235514,0.240293,0.244206,0.253104,0.268244,0.284314,0.302797,0.315924,0.330096,0.343965,0.357222,0.367728,0.38005100000000003,0.378464,0.376334,0.374527,0.372743
2005$/Mcal/day,30percnz,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.197354,0.201532,0.205358,0.213442,0.229122,0.249096,0.270835,0.281688,0.296464,0.313463,0.330139,0.344956,0.36172,0.360605,0.358339,0.355832,0.353787
2005$/Mcal/day,30percnz,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.494917,0.506807,0.518007,0.540388,0.574683,0.608088,0.648586,0.681102,0.717886,0.757587,0.792516,0.824118,0.859713,0.861292,0.860248,0.859279,0.858046
2005$/Mcal/day,30percnz,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.272697,0.280408,0.286574,0.298298,0.317274,0.335867,0.359786,0.378882,0.400149,0.421971,0.44333,0.461102,0.480426,0.48063,0.47752,0.475801,0.474907
2005$/Mcal/day,30percnz,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.263887,0.272597,0.279808,0.291989,0.310316,0.329277,0.351469,0.370082,0.391085,0.414073,0.435459,0.453174,0.472551,0.472353,0.470651,0.469521,0.468419
2005$/Mcal/day,30percnz,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.828075,0.846916,0.860886,0.889589,0.933095,0.973635,1.02233,1.05928,1.10061,1.14369,1.18511,1.22008,1.25808,1.2546,1.24869,1.24388,1.23974
2005$/Mcal/day,30percnz,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.288134,0.294826,0.299606,0.308166,0.321638,0.335641,0.352608,0.364527,0.377808,0.391455,0.404386,0.415148,0.42726,0.425908,0.423657,0.421829,0.420316
2005$/Mcal/day,30percnz,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.269424,0.275368,0.279694,0.2892,0.305147,0.320443,0.339276,0.352388,0.366419,0.38106,0.395045,0.406994,0.420494,0.418988,0.41665,0.414662,0.413003
2005$/Mcal/day,30percnz,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.281521,0.289091,0.294862,0.305691,0.324531,0.345551,0.371773,0.389661,0.409915,0.431059,0.451515,0.468512,0.487617,0.486547,0.48406,0.481993,0.480405
2005$/Mcal/day,allansce1,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.277955,0.286457,0.295735,0.305982,0.317095,0.328967,0.340656,0.353539,0.364756,0.374078,0.381359,0.386916,0.391084,0.394106,0.396167,0.397446,0.397981
2005$/Mcal/day,allansce1,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.307431,0.309439,0.310885,0.312709,0.314636,0.316644,0.318283,0.320551,0.322366,0.323884,0.324978,0.325873,0.326538,0.327017,0.327431,0.327946,0.32837
2005$/Mcal/day,allansce1,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.228169,0.23134,0.234429,0.237724,0.240983,0.24427,0.247199,0.250885,0.254116,0.256963,0.259354,0.261307,0.262881,0.264072,0.264895,0.265435,0.265732
2005$/Mcal/day,allansce1,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.249842,0.253433,0.257415,0.261109,0.264702,0.268341,0.271664,0.276277,0.28045,0.284252,0.287567,0.290401,0.292773,0.294665,0.296073,0.297112,0.297742
2005$/Mcal/day,allansce1,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.267623,0.273956,0.279521,0.284865,0.289801,0.294511,0.298482,0.302615,0.306037,0.309006,0.31139,0.313299,0.314801,0.315889,0.31654,0.31679,0.316612
2005$/Mcal/day,allansce1,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.278831,0.28148,0.283456,0.285565,0.287483,0.289279,0.290766,0.293,0.294779,0.296257,0.297395,0.298241,0.298846,0.299202,0.299346,0.299337,0.29914
2005$/Mcal/day,allansce1,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.145181,0.14753,0.149535,0.151497,0.153278,0.154999,0.156418,0.158058,0.159423,0.160589,0.161505,0.162193,0.162678,0.162956,0.163037,0.162973,0.162743
2005$/Mcal/day,allansce1,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.253109,0.255426,0.257057,0.258883,0.260597,0.262386,0.263884,0.266083,0.267853,0.269352,0.270519,0.271446,0.272119,0.272506,0.272659,0.272646,0.272412
2005$/Mcal/day,allansce1,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.191903,0.194115,0.195823,0.197704,0.199519,0.201383,0.202952,0.204975,0.206631,0.208085,0.209259,0.210182,0.210895,0.211381,0.211648,0.211763,0.211691
2005$/Mcal/day,allansce1,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.248354,0.250536,0.252125,0.253508,0.254721,0.255815,0.256602,0.257753,0.258668,0.25947,0.260075,0.260445,0.260639,0.26069,0.260645,0.260532,0.260256
2005$/Mcal/day,allansce1,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.487308,0.491169,0.493596,0.4956,0.496995,0.497977,0.498182,0.49859,0.498442,0.497948,0.497053,0.495797,0.49437,0.492824,0.491278,0.489808,0.488311
2005$/Mcal/day,allansce1,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.18021,0.18221300000000001,0.183844,0.185502,0.187123,0.188762,0.19011,0.19166,0.192899,0.193949,0.19475,0.195323,0.195719,0.195944,0.196016,0.195967,0.195775
2005$/Mcal/day,allansce1,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.184551,0.186022,0.18679,0.187737,0.188615,0.189528,0.190197,0.191405,0.192358,0.193169,0.193763,0.194176,0.194458,0.19459,0.194587,0.194496,0.194257
2005$/Mcal/day,allansce1,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.251437,0.253423,0.254587,0.256025,0.257369,0.258727,0.259756,0.26149,0.262879,0.264041,0.264934,0.265603,0.266091,0.266357,0.266417,0.26634,0.266079
2005$/Mcal/day,allansce1,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.167499,0.1691,0.170274,0.171524,0.172742,0.174044,0.175104,0.176373,0.177412,0.178341,0.179009,0.17946,0.17979,0.179977,0.180041,0.180041,0.17989
2005$/Mcal/day,allansce1,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.264967,0.269455,0.272753,0.276087,0.279213,0.282341,0.284909,0.287941,0.290259,0.292123,0.29343,0.294274,0.294753,0.294906,0.294716,0.294298,0.293567
2005$/Mcal/day,allansce1,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.345749,0.348238,0.350029,0.352178,0.354035,0.355902,0.357488,0.359772,0.361682,0.363318,0.364625,0.365598,0.366322,0.366731,0.366862,0.366817,0.366522
2005$/Mcal/day,allansce1,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.117012,0.120357,0.123097,0.125856,0.128585,0.13118,0.133406,0.135947,0.138098,0.13985,0.141181,0.142125,0.142685,0.142887,0.142773,0.142372,0.141713
2005$/Mcal/day,allansce1,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.290989,0.29403,0.296632,0.298942,0.301161,0.303281,0.304925,0.306773,0.308055,0.30896,0.309433,0.309609,0.309594,0.309402,0.309051,0.308579,0.307968
2005$/Mcal/day,allansce1,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.585091,0.588153,0.590303,0.593338,0.596295,0.599342,0.601799,0.605831,0.609331,0.612452,0.615111,0.617292,0.618991,0.62011,0.620685,0.62091,0.620677
2005$/Mcal/day,allansce1,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.212815,0.214728,0.216226,0.218039,0.219718,0.221402,0.222838,0.224663,0.226183,0.227563,0.22872,0.229665,0.230417,0.230953,0.231299,0.231502,0.231533
