Units,scenario,region,gcam-consumer,nodeinput,input,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
2005$/Mcal/day,allansce1,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.279466,0.281811,0.28351,0.285387,0.287179,0.288936,0.290283,0.292696,0.294578,0.29609,0.297241,0.298074,0.29856,0.298728,0.298614,0.298328,0.297823
2005$/Mcal/day,allansce1,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.115688,0.118679,0.121203,0.123729,0.126368,0.129426,0.132569,0.136508,0.141169,0.14536,0.148627,0.151475,0.153625,0.155246,0.156386,0.157103,0.157386
2005$/Mcal/day,allansce1,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.23455,0.235188,0.235662,0.236405,0.237157,0.237912,0.238483,0.239315,0.239975,0.240531,0.240926,0.241158,0.241271,0.241262,0.241159,0.241004,0.240733
2005$/Mcal/day,allansce1,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.196695,0.198082,0.19954,0.201077,0.202504,0.203829,0.204935,0.206115,0.20711,0.207967,0.208621,0.209098,0.20944,0.209682,0.209786,0.209777,0.209628
2005$/Mcal/day,allansce1,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.490057,0.492033,0.495098,0.498751,0.502606,0.506792,0.510463,0.515161,0.519273,0.522974,0.526022,0.528466,0.530403,0.53181,0.532704,0.533209,0.533215
2005$/Mcal/day,allansce1,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.27129,0.273578,0.275276,0.277114,0.278826,0.280553,0.281967,0.283966,0.285646,0.28714,0.288348,0.289273,0.289994,0.290474,0.290733,0.29083,0.290717
2005$/Mcal/day,allansce1,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.263138,0.267027,0.270311,0.273836,0.277503,0.280979,0.283985,0.287571,0.290595,0.293131,0.295143,0.296699,0.29788,0.298698,0.299181,0.299399,0.299318
2005$/Mcal/day,allansce1,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.823973,0.827171,0.829596,0.833146,0.836699,0.840386,0.843416,0.84824,0.852348,0.855913,0.85885,0.861152,0.862839,0.863857,0.864273,0.864307,0.863851
2005$/Mcal/day,allansce1,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.287187,0.289004,0.290285,0.291541,0.29274,0.29396,0.294876,0.296293,0.297371,0.298224,0.298815,0.299198,0.299425,0.299489,0.299405,0.299215,0.298896
2005$/Mcal/day,allansce1,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.267885,0.26899,0.269597,0.270469,0.27141,0.272515,0.27333,0.274645,0.27566,0.276546,0.277178,0.277615,0.27792,0.278076,0.278079,0.277989,0.277756
2005$/Mcal/day,allansce1,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.280089,0.282313,0.28405,0.285924,0.287494,0.288912,0.290052,0.291845,0.293371,0.294686,0.295859,0.296846,0.297571,0.297962,0.298063,0.297997,0.297756
2005$/Mcal/day,allansce1nz,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.279055,0.313216,0.343525,0.394725,0.451825,0.502077,0.557061,0.604551,0.658376,0.712864,0.767679,0.813579,0.866062,0.863885,0.858102,0.854841,0.851747
2005$/Mcal/day,allansce1nz,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.309366,0.317399,0.324579,0.337599,0.357882,0.378711,0.402509,0.420681,0.440421,0.460731,0.480904,0.496843,0.514012,0.51138,0.507873,0.505263,0.503218
2005$/Mcal/day,allansce1nz,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.229317,0.249282,0.259806,0.281247,0.303167,0.330928,0.375974,0.418375,0.458668,0.496973,0.537431,0.568617,0.603689,0.602835,0.598344,0.595888,0.592691
2005$/Mcal/day,allansce1nz,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.250579,0.270624,0.284301,0.301707,0.33647,0.381279,0.443109,0.496805,0.551032,0.604163,0.656559,0.697215,0.744005,0.74471,0.734208,0.727456,0.72276
2005$/Mcal/day,allansce1nz,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.26853900000000003,0.281154,0.292089,0.310905,0.341185,0.372123,0.408645,0.438081,0.471423,0.507541,0.542392,0.570813,0.600844,0.598344,0.595499,0.594573,0.594132
2005$/Mcal/day,allansce1nz,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.280248,0.289584,0.29627,0.30906,0.330111,0.351899,0.376305,0.394944,0.416355,0.438712,0.45952,0.476128,0.494194,0.491111,0.487736,0.485732,0.484218
2005$/Mcal/day,allansce1nz,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.146194,0.153347,0.160147,0.174112,0.196645,0.216146,0.242097,0.261213,0.282266,0.304033,0.324002,0.34044,0.359617,0.355346,0.350687,0.347,0.343425
2005$/Mcal/day,allansce1nz,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.254616,0.263784,0.270348,0.283437,0.304831,0.32657,0.352995,0.372866,0.394855,0.417599,0.439522,0.457569,0.477589,0.475869,0.472957,0.471039,0.469523
2005$/Mcal/day,allansce1nz,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.192922,0.200036,0.205224,0.21464,0.229658,0.245191,0.263229,0.27691,0.291909,0.307346,0.322124,0.33445,0.348173,0.348455,0.346913,0.345968,0.345038
2005$/Mcal/day,allansce1nz,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.249123,0.25557,0.260271,0.268036,0.279382,0.290775,0.304651,0.315583,0.328043,0.341747,0.35543,0.367112,0.379768,0.37991,0.37915,0.37861,0.377904
2005$/Mcal/day,allansce1nz,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.488668,0.497877,0.504661,0.516295,0.535483,0.555542,0.578931,0.59250100000000006,0.606426,0.620358,0.633295,0.642921,0.65384,0.648316,0.641584,0.635516,0.630344
2005$/Mcal/day,allansce1nz,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.180933,0.18583,0.189945,0.19674,0.20715,0.218706,0.23331,0.243514,0.254896,0.26659,0.277331,0.287199,0.296877,0.295544,0.294171,0.293031,0.291671
2005$/Mcal/day,allansce1nz,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.185871,0.192049,0.195932,0.203935,0.217257,0.229541,0.243163,0.253409,0.264888,0.276384,0.286906,0.294887,0.303502,0.302476,0.300753,0.29946,0.298432
2005$/Mcal/day,allansce1nz,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.252905,0.260928,0.266053,0.2764,0.293735,0.310679,0.330743,0.345323,0.361411,0.37776,0.393273,0.405773,0.41953,0.418242,0.415854,0.414058,0.412577
2005$/Mcal/day,allansce1nz,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.168301,0.17486,0.178856,0.186365,0.198341,0.210556,0.224759,0.234494,0.245248,0.2562,0.266553,0.274627,0.283761,0.282253,0.280131,0.278323,0.276554
2005$/Mcal/day,allansce1nz,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.266249,0.279753,0.289673,0.307591,0.337426,0.369561,0.408341,0.436508,0.464819,0.493545,0.520805,0.543002,0.568614,0.564859,0.559384,0.554639,0.549996
2005$/Mcal/day,allansce1nz,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.347557,0.357466,0.36352,0.375856,0.397794,0.419657,0.444958,0.463188,0.483045,0.502809,0.521654,0.537227,0.554238,0.552117,0.548594,0.546112,0.544135
2005$/Mcal/day,allansce1nz,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.11757,0.123462,0.128438,0.135764,0.147253,0.160311,0.175201,0.185911,0.198889,0.213165,0.226673,0.237861,0.249605,0.247751,0.244556,0.24182,0.238963
2005$/Mcal/day,allansce1nz,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.29253,0.300238,0.306717,0.317241,0.334653,0.353165,0.376163,0.391009,0.40667,0.423969,0.440126,0.452875,0.468648,0.465629,0.461764,0.458381,0.455299
2005$/Mcal/day,allansce1nz,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.589058,0.604662,0.615908,0.639009,0.673884,0.7038,0.736479,0.758974,0.782202,0.804424,0.824338,0.8403,0.856562,0.854688,0.85164,0.849353,0.847339
2005$/Mcal/day,allansce1nz,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.21388,0.219755,0.22385,0.231316,0.244028,0.258302,0.276194,0.290081,0.305459,0.320969,0.3356,0.347917,0.361563,0.361839,0.361116,0.36089,0.3606
2005$/Mcal/day,allansce1nz,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.281286,0.292415,0.300493,0.315745,0.34017,0.363848,0.393222,0.415899,0.442776,0.468877,0.492917,0.512277,0.534219,0.531195,0.526294,0.522371,0.51896
2005$/Mcal/day,allansce1nz,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.116306,0.121377,0.125481,0.130847,0.137997,0.147689,0.165163,0.183497,0.199492,0.215465,0.230706,0.243727,0.257718,0.260009,0.26073,0.261382,0.261479
2005$/Mcal/day,allansce1nz,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.235494,0.24019,0.244022,0.252762,0.267606,0.283312,0.301335,0.314225,0.328017,0.341448,0.354491,0.364889,0.377232,0.375878,0.373857,0.372148,0.370442
2005$/Mcal/day,allansce1nz,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.197323,0.201427,0.205172,0.213152,0.228708,0.248451,0.269816,0.280416,0.294758,0.311372,0.327791,0.342435,0.359119,0.358196,0.35599,0.353546,0.351555
2005$/Mcal/day,allansce1nz,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.494402,0.506438,0.517933,0.54064,0.575302,0.608986,0.649886,0.682895,0.719976,0.760084,0.796382,0.829152,0.86583,0.867952,0.867222,0.866676,0.865775
2005$/Mcal/day,allansce1nz,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.272667,0.280259,0.286313,0.297794,0.31632,0.334366,0.357539,0.376049,0.396477,0.417459,0.438189,0.455532,0.474584,0.475066,0.472147,0.470568,0.469722
2005$/Mcal/day,allansce1nz,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.263813,0.272394,0.279458,0.291406,0.309322,0.32777,0.349315,0.367385,0.387271,0.40948,0.43024,0.447549,0.466632,0.466781,0.465211,0.464187,0.463137
2005$/Mcal/day,allansce1nz,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.828056,0.846674,0.860312,0.888396,0.930904,0.970145,1.01729,1.05301,1.09253,1.13369,1.1738,1.20797,1.24554,1.24294,1.23733,1.23279,1.22885
2005$/Mcal/day,allansce1nz,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.288104,0.294718,0.299384,0.30774,0.320873,0.334439,0.350875,0.362434,0.375159,0.38825,0.400788,0.411278,0.423233,0.422147,0.419999,0.418269,0.416824
2005$/Mcal/day,allansce1nz,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.269394,0.275248,0.279462,0.288737,0.304337,0.319235,0.337574,0.350372,0.36397,0.378121,0.391763,0.403476,0.416849,0.415554,0.413271,0.411365,0.409755
2005$/Mcal/day,allansce1nz,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.281435,0.288714,0.294219,0.30456,0.32253,0.342506,0.367427,0.3846,0.40389,0.424105,0.443977,0.460531,0.479466,0.478814,0.476487,0.474611,0.473144
2005$/Mcal/day,allansce2,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.277936,0.286407,0.295642,0.305831,0.31687,0.328642,0.340215,0.352955,0.364029,0.373215,0.380383,0.385845,0.389939,0.392906,0.394934,0.396194,0.396733
2005$/Mcal/day,allansce2,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.307406,0.309378,0.310788,0.312576,0.314469,0.316442,0.318051,0.320284,0.322067,0.323557,0.32462800000000003,0.325504,0.326159,0.326629,0.327031,0.327539,0.327954
2005$/Mcal/day,allansce2,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.228155,0.231299,0.234356,0.237613,0.24083,0.244066,0.246948,0.25057,0.253742,0.256533,0.258876,0.260789,0.262331,0.263498,0.264307,0.264839,0.265138
2005$/Mcal/day,allansce2,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.249823,0.253375,0.257308,0.260946,0.264481,0.268051,0.271308,0.275836,0.279924,0.283646,0.286891,0.289655,0.291974,0.293825,0.295212,0.296232,0.296857
2005$/Mcal/day,allansce2,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.267612,0.273918,0.279457,0.284771,0.289679,0.294357,0.298299,0.302398,0.305784,0.308717,0.31107,0.31295,0.314429,0.315498,0.316139,0.316381,0.316204
2005$/Mcal/day,allansce2,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.27882,0.281445,0.283397,0.285481,0.287373,0.289141,0.290603,0.292807,0.294559,0.296012,0.29713,0.297957,0.29855,0.298896,0.299035,0.299023,0.298827
2005$/Mcal/day,allansce2,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.145127,0.147393,0.149313,0.15118500000000001,0.152873,0.154493,0.155827,0.15737,0.158658,0.159763,0.160637,0.161299,0.161771,0.162048,0.162141,0.162096,0.161894
2005$/Mcal/day,allansce2,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.253022,0.255213,0.256731,0.258443,0.260047,0.261718,0.263118,0.265214,0.266883,0.26829,0.269378,0.270219,0.270833,0.271176,0.271302,0.271274,0.271045
2005$/Mcal/day,allansce2,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.191868,0.19402,0.195673,0.197495,0.199256,0.201061,0.202582,0.204545,0.206151,0.207555,0.208694,0.209589,0.210282,0.210755,0.211016,0.211128,0.211067
2005$/Mcal/day,allansce2,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.248345,0.250513,0.252088,0.253456,0.254655,0.255734,0.25651,0.257647,0.258547,0.259338,0.259933,0.260297,0.260486,0.260532,0.260487,0.260373,0.2601
2005$/Mcal/day,allansce2,China,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.487291,0.491121,0.493517,0.495488,0.496854,0.497808,0.497992,0.498377,0.49821,0.497702,0.4968,0.495539,0.494112,0.492569,0.491034,0.489571,0.488083
2005$/Mcal/day,allansce2,Colombia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.18018,0.18214,0.183728,0.185338,0.186909,0.188495,0.189795,0.191293,0.192486,0.193492,0.194259,0.194806,0.195184,0.195398,0.195467,0.195419,0.195235
2005$/Mcal/day,allansce2,EU-12,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.18454,0.18599,0.186738,0.187662,0.188518,0.189406,0.190058,0.19124,0.192171,0.192962,0.193542,0.193942,0.194217,0.194344,0.19434,0.194248,0.194015
2005$/Mcal/day,allansce2,EU-15,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.251416,0.253366,0.254496,0.2559,0.25721,0.258531,0.259531,0.261227,0.262584,0.263717,0.264588,0.26524,0.265716,0.265975,0.266032,0.265955,0.2657
2005$/Mcal/day,allansce2,Europe_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.167492,0.169079,0.170238,0.171471,0.172674,0.17396,0.175006,0.176259,0.177281,0.178195,0.17885,0.179291,0.179613,0.179794,0.179857,0.179855,0.179707
2005$/Mcal/day,allansce2,Europe_Non_EU,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.264945,0.269394,0.272653,0.275946,0.279034,0.282119,0.284654,0.287645,0.289925,0.291755,0.293032,0.293854,0.294317,0.294461,0.29427,0.293852,0.293132
2005$/Mcal/day,allansce2,European Free Trade Association,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.34572,0.348163,0.349907,0.352008,0.353819,0.355636,0.357184,0.359418,0.361286,0.362887,0.364168,0.365121,0.365822,0.366223,0.366354,0.366311,0.366026
2005$/Mcal/day,allansce2,India,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.117007,0.120345,0.123075,0.125824,0.128544,0.131128,0.133345,0.135874,0.138011,0.139751,0.14107,0.142007,0.142563,0.142762,0.142649,0.14225,0.141599
2005$/Mcal/day,allansce2,Indonesia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.290966,0.293974,0.29654,0.298814,0.300993,0.303071,0.304678,0.306485,0.307735,0.308616,0.309074,0.30924,0.309221,0.30903,0.308684,0.308219,0.30762
2005$/Mcal/day,allansce2,Japan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.585013,0.587958,0.590003,0.592935,0.595789,0.598723,0.601104,0.605021,0.608433,0.611479,0.614086,0.616223,0.617895,0.618998,0.619571,0.6198,0.619585
2005$/Mcal/day,allansce2,Mexico,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.212794,0.214674,0.21614,0.217916,0.219558,0.221201,0.222603,0.224387,0.225867,0.227214,0.228343,0.229264,0.229997,0.230519,0.230858,0.231056,0.231085
2005$/Mcal/day,allansce2,Middle East,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.279436,0.281734,0.283388,0.285219,0.286967,0.288675,0.289988,0.29235,0.294192,0.295671,0.296794,0.297605,0.29808,0.298241,0.298128,0.297843,0.297347
2005$/Mcal/day,allansce2,Pakistan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.115684,0.118668,0.121185,0.123704,0.126332,0.129377,0.132508,0.136425,0.14105,0.145231,0.148466,0.151306,0.153444,0.155057,0.156192,0.156902,0.157191
2005$/Mcal/day,allansce2,Russia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.23454,0.235161,0.235619,0.236346,0.237082,0.23782,0.238377,0.239193,0.239838,0.240381,0.240767,0.240991,0.241099,0.241087,0.240985,0.240831,0.240564
2005$/Mcal/day,allansce2,South Africa,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.196689,0.198066,0.199513,0.201039,0.202455,0.203767,0.204865,0.206031,0.207015,0.207863,0.20851,0.208982,0.209317,0.209554,0.209656,0.209646,0.209498
2005$/Mcal/day,allansce2,South America_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.490202,0.49207,0.494976,0.498474,0.502175,0.506202,0.509744,0.514271,0.518236,0.521804,0.524746,0.527103,0.528973,0.530332,0.5312,0.531693,0.53171
2005$/Mcal/day,allansce2,South America_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.271264,0.27351,0.275167,0.276961,0.278632,0.280316,0.281693,0.283648,0.285287,0.28674500000000003,0.287923,0.288817,0.289516,0.289981,0.290233,0.290327,0.290217
2005$/Mcal/day,allansce2,South Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.263126,0.266996,0.270258,0.273755,0.277392,0.280833,0.283805,0.287348,0.290329,0.292825,0.294802,0.29633,0.29749,0.298292,0.298768,0.298983,0.298907
2005$/Mcal/day,allansce2,South Korea,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.823881,0.826944,0.829247,0.832679,0.836114,0.839673,0.842608,0.8473,0.851302,0.854776,0.857648,0.859896,0.86155,0.862549,0.862964,0.863004,0.862572
2005$/Mcal/day,allansce2,Southeast Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.287172,0.288966,0.290224,0.291456,0.292633,0.293827,0.294723,0.296114,0.297168,0.298001,0.298576,0.298947,0.299165,0.299224,0.299139,0.29895,0.298636
2005$/Mcal/day,allansce2,Taiwan,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.267867,0.268945,0.269526,0.270371,0.271286,0.27236,0.273155,0.274436,0.275425,0.27629,0.276907,0.277333,0.277632,0.277784,0.277787,0.277699,0.277472
2005$/Mcal/day,allansce2,USA,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.280074,0.282271,0.283982,0.285828,0.28737,0.288753,0.289864,0.291624,0.29312,0.294409,0.295562,0.296533,0.297246,0.297629,0.297728,0.297659,0.297422
2005$/Mcal/day,allansce2nz,Africa_Eastern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.279042,0.313121,0.343418,0.394555,0.45148,0.501375,0.555787,0.603036,0.65658,0.710722,0.765244,0.811037,0.863317,0.861282,0.855556,0.852353,0.849309
2005$/Mcal/day,allansce2nz,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.309345,0.317339,0.324481,0.337487,0.357685,0.378344,0.401895,0.419993,0.43963,0.459849,0.479958,0.495882,0.513013,0.51043,0.506947,0.50437,0.502361
2005$/Mcal/day,allansce2nz,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.229306,0.249228,0.25975,0.281168,0.302964,0.330452,0.375145,0.417366,0.457453,0.495535,0.535827,0.566971,0.601946,0.601216,0.596776,0.594378,0.591234
2005$/Mcal/day,allansce2nz,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.250561,0.270545,0.284199,0.301568,0.336141,0.380632,0.441967,0.495408,0.549352,0.602201,0.654325,0.694892,0.741542,0.742415,0.731952,0.725272,0.720636
2005$/Mcal/day,allansce2nz,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.26853,0.281094,0.291966,0.310753,0.340898,0.371605,0.407763,0.437062,0.470183,0.50612,0.540837,0.569207,0.599153,0.596729,0.593948,0.593074,0.59267
2005$/Mcal/day,allansce2nz,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.280236,0.289526,0.296166,0.308929,0.329884,0.351502,0.375665,0.394216,0.415508,0.437755,0.45848,0.475075,0.493103,0.490072,0.486726,0.484757,0.483272
2005$/Mcal/day,allansce2nz,Brazil,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.146137,0.153351,0.16021,0.174348,0.196953,0.216314,0.242079,0.261168,0.282147,0.303862,0.323813,0.34034,0.359505,0.355243,0.350582,0.346907,0.343352
2005$/Mcal/day,allansce2nz,Canada,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.254536,0.263558,0.270021,0.283169,0.304613,0.326246,0.352471,0.3724,0.39444,0.417244,0.439276,0.457464,0.477603,0.47589,0.472981,0.47111,0.469659
2005$/Mcal/day,allansce2nz,Central America and Caribbean,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.192886,0.19987,0.204953,0.214267,0.229102,0.2444,0.262134,0.275672,0.290501,0.305767,0.320399,0.332643,0.346245,0.346588,0.345048,0.344113,0.343201
2005$/Mcal/day,allansce2nz,Central Asia,FoodDemand,FoodDemand,FoodDemand_NonStaples,0.249117,0.255544,0.260226,0.267986,0.279284,0.290577,0.304296,0.315168,0.327543,0.341159,0.354775,0.366445,0.379066,0.379224,0.378478,0.377955,0.377263
